date,tweet,sentiment,saham
"2021-09-09","Bos BRI (BBRI) Sebut Dampak PPKM Tak Setajam PSBB https:// finansial.bisnis.com/read/20210909/ 90/1440409/bos-bri-bbri-sebut-dampak-ppkm-tak-setajam-psbb?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-09","IHSG Menguat, BBRI Paling Banyak Ditransaksikan Secara Value https:// brt.st/7nyc","","bbri"
"2021-09-09","Yoii, BBRI nya jangan lupa ya bro.","","bbri"
"2021-09-09","terdapat dua strategi utama penopang utama kinerja BRI sehingga mampu bertahan tengah hantaman pandemi. #bri #bbri #pandemi https:// ringtimesbali.pikiran-rakyat.com/ekonomi/pr-282 563070/tangguh-di-tengah-hantaman-pandemi-bri-incar-pertumbuhan-berkelanjutan …","","bbri"
"2021-09-09","https:// seputarlampung.pikiran-rakyat.com/ekonomi-bisnis /pr-972563274/tangguh-di-tengah-hantaman-pandemi-dengan-dua-strategi-penopang-kinerja-bri-incar-pertumbuhan-berkelanjutan … PT. Bank Rakyat Indonesia (Persero) Tbk termasuk yang terus optimistis mampu menjaga kinerja positif dan berkelanjutan di masa depan. Hal ini diungkapkan oleh Direktur Utama BRI Sunarso pada acara Public Expo Live 2021, Kamis, 9 September 2021. #BRI #BBRI","","bbri"
"2021-09-09","BRI (BBRI) Jelaskan Perbedaan Sasaran Digitalisasi dengan BRI Agro (AGRO) https:// finansial.bisnis.com/read/20210909/ 90/1440328/bri-bbri-jelaskan-perbedaan-sasaran-digitalisasi-dengan-bri-agro-agro?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-09","Saham BBRI Paling Aktif Saat Indeks Menguat 0,7% https:// brt.st/7nxf","","bbri"
"2021-09-09","Iya doong~ Bbca, bbri, antm, bris cakep terus di porto konsisten","","bbri"
"2021-09-09","KBAG, YELO, dan BBRI menjadi 3 teratas https:// idntimes.com/business/econo my/helmi/ihsg-meroket-di-penutupan-6-saham-ini-paling-aktif?utm_source=twitter&utm_medium=twitter&utm_campaign=dlvr.it …","","bbri"
"2021-09-09","Ya beli saham biasa Khusus yg BBRI-R nanti muncul sendiri di portofolio. Harus dibayar biar jadi BBRI beneran. Wajar BBRI merah. Tp udah mulai mengarah naik lg kok","","bbri"
"2021-09-09","Kalau punya BBRI di tgl 7 september dan belum dijual, dapet BBRI-R dengan harga 3400 saja nggii... per 100 lot BBRI dapet 23 lot BBRI-R atau kira2 beli 5 dapet 1 lah. Bisa buat average down hehehe. Beritanya banyak kok","","bbri"
"2021-09-09","Net Foreign Buy (Rp Miliar): BBCA (205) TLKM (141) ASII (102) TOWR (49) BUKA (44) Net Foreign Sell (Rp Miliar): BBRI (-123) UNVR (-31) PGAS (-28) BMRI (-21) DMMX (-20)","","bbri"
"2021-09-09","Salah satu pos yang dapat diandalkan adalah pendapatan non bunga yang bersumber dari transaksi treasury. #bri #bbri #bali #treasury https:// ringtimesbali.pikiran-rakyat.com/ekonomi/pr-282 561370/pendapatan-transaksi-treasury-tumbuh-signifkan-bri-andalkan-fee-and-other-operating-income …","","bbri"
"2021-09-09","Kalau berdasarkan berita ini, bagaimana pak? https:// finansial.bisnis.com/read/20210908/ 90/1439489/pagi-pagi-menkeu-sri-mulyani-cuan-rp6-triliun-dari-saham-bbri-kok-bisa …","","bbri"
"2021-09-09","BBRI di market juga udah mulai drop om","","bbri"
"2021-09-09","$BBRI break supportnya sadies :(","","bbri"
"2021-09-09","samaaa apalagi liat bbri:') kek apalohh.-.","","bbri"
"2021-09-09","Selengkapnya tentang Right Issue $BBRI [FREE ARTICLE]: https:// bigalpha.id/news/selengkap nya-tentang-right-issue-bbri …","","bbri"
"2021-09-09","Andalkan Fee dan Other Operating Income, Pendapatan Transaksi Treasury BRI (BBRI) Tumbuh 102 Persen https:// idxchannel.com/banking/andalk an-fee-dan-other-operating-income-pendapatan-transaksi-treasury-bri-bbri-tumbuh-102-persen …","","bbri"
"2021-09-09","BBRI gajelas njing tiap hari turun, mau bangkrut apa gmn. Klo pun Naik cuma seiprit","","bbri"
"2021-09-09","IHSG berbalik arah turun 0,24% pada sesi I, asing lepas BBRI, UNVR, dan TBIG http:// investasi.kontan.co.id/news/ihsg-berb alik-arah-turun-024-pada-sesi-i-asing-lepas-bbri-unvr-dan-tbig … #IHSG","","bbri"
"2021-09-09","Net Foreign Buy (Rp Miliar): BBCA (69) TLKM (47) ASII (38) TOWR (28) ADRO (21) Net Foreign Sell (Rp Miliar): BBRI (-118) UNVR (-18) TBIG (-17) PGAS (-15) MARI (-12)","","bbri"
"2021-09-09","#InfoNews PT Industri Jamu dan Farmasi Sido Muncul Tbk (SIDO) menganggarkan belanja modal (capital expenditure/capex) sekitar Rp200 miliar pada tahun ini. https:// bit.ly/2WWHsI9","","bbri"
"2021-09-09","BRI Panen Penghargaan di Ajang Infobank Awarding 2021 . #BRI @BANKBRI_ID #JPRM #BBRI #TheBestCEO #Penghargaan #Awarding https:// radarmalang.jawapos.com/ekonomi-bisnis /08/09/2021/bri-panen-penghargaan-di-ajang-infobank-awarding-2021/ …","","bbri"
"2021-09-09","@indopremier min, cara tebus RI BBRI di ipot gmana y?","","bbri"
"2021-09-09","Bbri merah terus njir","","bbri"
"2021-09-09","Kemudian pada tanggal 13 sampai 22 September RI BBRI bisa di tebus pada menu exercise sesuai kepemilikan yg ada pada portfolio ya kak. Jadi penebusan RI harus sesuai tanggal disdate 13 September sampai 22 September. (3)","","bbri"
"2021-09-09","@indopremier cara menghitung jumlah lembar RI - $BBRI supaya porsi kepemilikan tidak terdelusi gimana sih? Apakah bisa dengan ratio penambahan jumlah saham baru banding jumlah saham lama atau ada formula lain? Trims","","bbri"
"2021-09-09","BBRI lagi turun, beli ga ya? Apa nunggu RI aja ya bentar lagi?","","bbri"
"2021-09-09","Menurut saya tidak juga pak, teman yang punya BPR sydah mulai mengalihkan bisnisnya ke pegadaian. Bisnis ini sekarang justru profitable dan minim resiko NPL. Saya melihat ini justru kecerdikan BBRI.","","bbri"
"2021-09-09","Hadeeeh RI BBRI ini sungguh bikin overthinking","","bbri"
"2021-09-09","BBRI - R maksudnya apa om","","bbri"
"2021-09-09","#kafein 2 bank #bumn (#bbri #bmri) paling tidak sudah lepas dari korporasi #hmetd, hanya tersisa #bbni yg masih belum.","","bbri"
"2021-09-09","Kalau kamu pegang #BBRI, Jangan tebus #saham #rightissue nya karena harga 3,400 itu hitungannya masih belum murah, dan BBRI akan #akuisisi #Pegadaian yang kinerjanya selama ini tidak sebagus BBRI. Jika di #rekening kamu muncul BBRI-R, jual saja.","","bbri"
"2021-09-09","Pada tanggal 13 sampai 22 September RI BBRI bisa di tebus pada menu exercise sesuai kepemilikan yg ada pada portfolio ya kak. Jadi penebusan RI harus sesuai tanggal disdate 13 September sampai 22 September. :)","","bbri"
"2021-09-10","Investasi leher keatas, ngatur money management 30 kedepan, haka BBCA BBRI BGTG, aamiin","","bbri"
"2021-09-10","BRI Dorong Penjualan Produk Klaster Usaha Binaan https:// fajar.co.id/2021/09/11/bri -dorong-penjualan-produk-klaster-usaha-binaan/ … #BBRI #BRI #KlasterMantriku #Mikro","","bbri"
"2021-09-10","Dana Hasil Rights Issue BRI (BBRI) Diramal Kerek Rasio Kredit UMKM https:// finansial.bisnis.com/read/20210910/ 90/1440924/dana-hasil-rights-issue-bri-bbri-diramal-kerek-rasio-kredit-umkm?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-10","Dorong Penjualan Produk Klaster Usaha Binaan, BRI Dukung Pemberdayaan UMKM https:// fajar.co.id/2021/09/10/dor ong-penjualan-produk-klaster-usaha-binaan-bri-dukung-pemberdayaan-umkm/ … #BBRI #BRI #KlasterMantriku #KlasterUsahaBinaan","","bbri"
"2021-09-10","Min, untuk pembelian bbri-r di hari senin, jumlah saham yang bisa dibeli sesuai dengan jumlah kepemilikan saham bbri yg dimiliki?jd klo punya 5 lot saham bbri, maka hanya bisa beli 5 lot bbri-r ya?","","bbri"
"2021-09-10","Saham Bank Jumbo BBRI Cs Jadi Favorit Asing https:// bit.ly/38Yk6oa","","bbri"
"2021-09-10","IHSG Menguat di Akhir Pekan, Investor Asing Koleksi Saham BBRI https:// brt.st/7nEa","","bbri"
"2021-09-10","Asing Koleksi BBRI Capai Rp 132,4 Miliar https:// brt.st/7nE7","","bbri"
"2021-09-10","Net Foreign Buy (Rp Miliar): ANTM (185) BBRI (132) BBNI (45) ARTO (44) INCO (36) Net Foreign Sell (Rp Miliar): BMRI (-30) ASII (-24) UNVR (-21) MCAS (-20) BBKP (-18)","","bbri"
"2021-09-10","Net Buy Capai Rp 344,26 Miliar, Asing Koleksi ANTM, BBRI, dan BBNI https:// brt.st/7nDi","","bbri"
"2021-09-10","IHSG Ditutup Naik, Saham Bank Jumbo BBRI Cs Jadi Favorit Asing https:// market.bisnis.com/read/20210910/ 7/1440693/ihsg-ditutup-naik-saham-bank-jumbo-bbri-cs-jadi-favorit-asing?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-10","IHSG Ditutup Naik, Saham Bank Jumbo Jadi Favorit Asing https:// market.bisnis.com/read/20210910/ 7/1440693/ihsg-ditutup-naik-saham-bank-jumbo-jadi-favorit-asing?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-10","ohh, hrga right kan 3400, kalo av bbri aku sekaranh di 3700 gitu, itu bakal turun ke situ apa gimana si maksudnya?","","bbri"
"2021-09-10","kak, sorry, bisa jelasin mengenai bbri right issue ini gaa?","","bbri"
"2021-09-10","Dengan tema campaign “Brilian Sahabat UMKM”, BRI menghadirkan beberapa klaster usaha binaan pada Jumat (10/09) di area taman Kantor Pusat BRI. #bri #bbri #umkm #Bali https:// ringtimesbali.pikiran-rakyat.com/ekonomi/pr-282 568795/bri-dukung-pemberdayaan-umkm-dengan-mendorong-penjualan-produk-klaster-usaha-binaan …","","bbri"
"2021-09-10","Usaha BRI untuk Dukung Penuh UMKM di Indonesia #BRI #UMKM #BBRI https:// semarangku.pikiran-rakyat.com/ekonomi/pr-312 568774/bri-dukung-pemberdayaan-umkm-untuk-dorong-penjualan-produk-klaster-usaha-binaan …","","bbri"
"2021-09-10","200Day MA Untuk IHSG Saham & Bitcoin Gold #chartctasaham #saham #IDX #BEI #Indonesiastockexchange #investing #analisateknikal #movingaverage #bullish #bearish #trading #swingtrading #bluechip #supplyanddemand #chartpattern #ihsg #bbri #bbca #tlkm #bitcoin #gold #xauusd","","bbri"
"2021-09-10","Bbri dan kaef.. ga tau bs keluar kapan","","bbri"
"2021-09-10","Dana Rights Issue BBRI Dorong Peningkatan Rasio Kredit UMKM https:// brt.st/7nCv","","bbri"
"2021-09-10","Jatah BBRI diambil?","","bbri"
"2021-09-10","Min mau RI bbri gimana yah???","","bbri"
"2021-09-10","Kemudian pada tanggal 13 sampai 22 September RI BBRI bisa di tebus pada menu exercise sesuai kepemilikan yg ada pada portfolio ya kak.(3)","","bbri"
"2021-09-10","Kemudian pada recording date 9 September pihak BBRI dan KSEI melakukan pencatatan untuk nasabah yg berhak menerima RI. (2)","","bbri"
"2021-09-10","Kami bantu jelaskan ya BBRI akan RI. Nasabah yg berhak menerima RI adalah nasabah yg memiliki BBRI sampai cumdate yaitu tanggal 7 September tidak melakukan penjualan saham BBRI. (1)","","bbri"
"2021-09-10","nyesel anjir gak cl bbri","","bbri"
"2021-09-10","Tangguh Hantaman Pandemi, BRI Incar Pertumbuhan Berkelanjutan https:// fajar.co.id/2021/09/10/tan gguh-hantaman-pandemi-bri-incar-pertumbuhan-berkelanjutan/ … #BBRI #BRI #PublicExpoLive","","bbri"
"2021-09-10","Waspada Gerak IHSG, Investor Bisa Cermati Saham BBRI hingga TLKM https:// medcom.id/s/ObzVDe0b","","bbri"
"2021-09-10","Kayaknya tahun kmren naek gara2 di pom-pom deh.. Barengan sama BBRI..","","bbri"
"2021-09-10","IHSG Melemah Tipis di Awal Perdagangan, Asing Lepas BMRI, DMMX, BBRI https:// market.bisnis.com/read/20210910/ 7/1440548/ihsg-melemah-tipis-di-awal-perdagangan-asing-lepas-bmri-dmmx-bbri?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-10","Kemarin menguat, bagaimana proyeksi IHSG hari ini? https:// bit.ly/3hleSYh $BBCA $BBNI $BBRI $BMRI","","bbri"
"2021-09-10","@indopremier Min, cara tebus saham Rights Issue BBRI gimana ya? Enggak bisa dari aplikasi handphone?","","bbri"
"2021-09-11","BBRI oh BRI, Right issue mu mengganggu portofolio ku","","bbri"
"2021-09-11","permisi, maaf kak mau tanya, setelah kita tebus itu apakah lot akan bertambah di bbri atau nambah di bbri-r ya kak?","","bbri"
"2021-09-11","Min mau nanya, cara untuk nebus right issue bbri di most caranya bagaimana ya? Terimakasih @Mandiri_OLT","","bbri"
"2021-09-11","Jika kakak ingin membeli RI maka yg kakak beli BBRI-R. Jika kakak ingin membeli BBRI maka kakak ketik BBRI. Bisa di sesuaikan dgn kebutuhan transaksi kakak. :)","","bbri"
"2021-09-11","yang dibeli di menu buy, itu BBRI-R atau BBRI?","","bbri"
"2021-09-11","Hi kak pastikan kakak melakukan transaksi sesuai tanggal 13 sampai 22 September untuk RI BBRI. Terima kasih :)","","bbri"
"2021-09-11","Hi kak penebusan RI BBRI dapat dilakukan pada 13 sampai 22 September pada sesi pertama perdagangan Bursa. Terima kasih. :)","","bbri"
"2021-09-11","Hi kak penebusan RI BBRI hanya bisa dilakukan pada distdate yaitu 13 sampai 22 September. Terima kasih:)","","bbri"
"2021-09-11","Hi kqk transaksi RI BBRI dapat dilakukan mulai 13 September sampi 22 September pada sesi perdagangan pertama Bursa. :)","","bbri"
"2021-09-12","Investasi di ajaib yuk, yakin deh 10 m kita bakal terwujud. Bisa pake kode referal aku maya316, kamu bisa dapat gratis saham BBRI, BBCA dan saham2 lainnya.","","bbri"
"2021-09-12","Muncul jg si #BBRI-R","","bbri"
"2021-09-12","Aku ga berani crypto om. Aku belajar IHSG main aman. Beli BBRI diemin aja","","bbri"
"2021-09-12","BRI jadi Sponsor Utama BRI Liga 1, Dirut BRI Sunarso Analogikan Sepak Bola Mirip Organisasi #BRI #Liga1 #BBRI https:// semarangku.pikiran-rakyat.com/ekonomi/pr-312 582677/menjadi-sponsor-bri-liga-1-2021-dirut-bri-analogikan-sepak-bola-mirip-miniatur-organisasi …","","bbri"
"2021-09-12","Hi kak cumdate BBRI adalah tanggal 8 September dari tanggal 8 September sampai saat ini harga akan mengikuti harga market terkini. :)","","bbri"
"2021-09-12","@indopremier min, nanya dung.. kalau kita punya saham BBRI, selisih harga akhir CUM dengan harga teoritis bbri, bqgaimana ya... thanks.","","bbri"
"2021-09-12","Ada yang dapet right saham bbri juga disini?","","bbri"
"2021-09-12","@indopremier min mau tanya, kalau cuma punya 1 lot bbri, tetep bisa beli right issue nya nggak ya? kan rasionya 1:0,23 tuh. tolong informasinya ya min. terimakasih","","bbri"
"2021-09-12","Ini bbri bagusnya right issue nya ditebus ga yaaaaaa. Jd galau","","bbri"
"2021-09-12","Beli saham bbca bbri dan bmri bbjb dan hidup dari hasil deviden....","","bbri"
"2021-09-12","Hi kak setelah melakukan penebusan maka akan menjadi saham BBRI dan masuk portfolio pada T+2 hari kerja bursa. :)","","bbri"
"2021-09-12","Integrasi Ekosistem Ultra Mikro Kian Dekat, BRI One Culture Jadi Kunci Keberhasilan https:// fajar.co.id/2021/09/12/int egrasi-ekosistem-ultra-mikro-kian-dekat-bri-one-culture-jadi-kunci-keberhasilan/ … #akhlak #BBRI #BRI #BRIOneCulture","","bbri"
"2021-09-13","Pagi2 dapat siraman rohani dari BBRI","","bbri"
"2021-09-13","tkm mi pana","","bbri"
"2021-09-13","Perhatikan Saham AGRO, BBRI, ANTM, KRAS, PGAS, ASSA, dan SCMA https:// brt.st/7nWD","","bbri"
"2021-09-13","Rights Issue BBRI menarik nih! *bagi yang hold","","bbri"
"2021-09-13","Telkom sih atau bbri kalo di 20 jt an masih dapet 50 lot mungkin kamu beli itu. Soal e per lembar e 3000 an","","bbri"
"2021-09-13","Milestone bersejarah bagi UMKM ini tidak mengubah porsi kepemilikan pemerintah atas saham pengendali di BRI. #bri #bbri #bumn #erickthohir https:// ringtimesbali.pikiran-rakyat.com/ekonomi/pr-282 588147/catatkan-sejarah-umkm-indonesia-bri-resmi-menjadi-induk-holding-bumn-ultra-mikro …","","bbri"
"2021-09-13","[Saham] Analisa saham hari ini 13 september 2021 BJBR MNCN BSDE BBRI INKP dan juga IHSG http:// dlvr.it/S7TrxQ #Video #bbribjbrbsdemncninkp","","bbri"
"2021-09-13","5 Forgein Sell BBMR -88.3 Miliar BBRI -52.2 Miliar ARTO -50.7 Miliar UNVR -43.5 Miliar TOWR -24.7 Miliar","","bbri"
"2021-09-13","Right Issue BBRI 2021 : Trader Saham dan Newbie harus berbuat apaaaa???? https:// pscp.tv/w/dA3xnXR3LTU3 NTc0NjM5fDFkUktaTmFwb2t6S0Ly33nJStE_ELYAofkiS5QzbFIOqSM8_ggUEBQz-ZaOng== …","","bbri"
"2021-09-13","BBRI otw menuju puncak kemilau cahaya","","bbri"
"2021-09-13","Itu yg ditampilkan kayaknya total selisih harga right sm harga BBRI skrg, nanti juga digabung kok. CMIIW","","bbri"
"2021-09-13","Bbca, bbri ngertiku iku tok anjir wkwk","","bbri"
"2021-09-13","BBCA? BBRI? KARS?","","bbri"
"2021-09-13","Beli saham TLKM, BBRI, SIDO","","bbri"
"2021-09-13","$IPCM masih ok, volume jg mulai bagus.. Tapi hari ini BRI sekuritas jualan banyak, mungkin utk nebus RInya BBRI","","bbri"
"2021-09-13","beli bbri demi masa depan cerah","","bbri"
"2021-09-13","Lumayan bisa nambah beberapa lot dari right issue BBRI Ayo semangat menabung Jangan banyak jajan","","bbri"
"2021-09-13","Kalo punya duit ya jelas bagus BBCA bang, Wkwk. Tapi skrng bbri juga bagus sih. Habis dia righ issue ini, punya banyak modal masuk untuk growth kedepannya. Entah kalo BBCA stock split besok pasti lebih gurih juga.","","bbri"
"2021-09-13","Net Foreign Buy (Rp Miliar): ASII (52) BUKA (42) ANTM (38) BBCA (28) MNCN (20) Net Foreign Sell (Rp Miliar): BMRI (-88) BBRI (-52) ARTO (-51) UNVR (-44) TOWR (-25)","","bbri"
"2021-09-13","Katalis Negatif 1. Terkoreksinya indeks di bursa Wall Street seiring munculnya keragu-raguan investor akan prospek pertumbuhan ekonomi Amerika Serikat sejalan dengan menyebarnya varian delta 2. Melemahnya saham BBRI pada perdagangan HMETD hari pertama 3. Aksi jual investor asing","","bbri"
"2021-09-13","Hi kak BBRI memberikan hak untuk tebus 3,400 per lembar. Untuk Exercise dapat dilakukan pada app IPOT menu profile menu Exercise W/R ya kak. Pastikan kakak sudah update app IPOT mobile versi terbaru. Terima kasih :)","","bbri"
"2021-09-13","Bbri -r tiba” muncul itu apa ya?","","bbri"
"2021-09-13","Min sepertinya pendebetan saya 2x untuk exercise right bbri, pertama sy exercise 4 lot yg kedua sy exercise 20 lot. Tp bbri-r saya hanya ada 20 lot. Gimana ya kalau kasusnya seperti ini ?","","bbri"
"2021-09-13","IHSG Ditutup Melemah, Asing Lepas BMRI, BBRI, dan UNVR http:// kmp.im/AGBvIc","","bbri"
"2021-09-13","BRI (BBRI) resmi jadi induk Holding BUMN Ultra Mikro https:// idxchannel.com/banking/pertam a-dalam-sejarah-umkm-indonesia-bri-bbri-resmi-jadi-induk-holding-bumn-ultra-mikro …","","bbri"
"2021-09-13","Porto gua masih bae merah nih grgr bbri naik turun naik turun","","bbri"
"2021-09-13","Itu right utk tebus saham baru karena BBRI right issue Itu ada 138 lembar right, ya kalau tebus semua jadi odd lot 100 lembar nya bisa ditebus jadi 100 lembar saham baru alias 1 lot sisanya bisa dijual di pasar TN Cari aja BBRI-R lalu ganti market nya jadi TN, jangan RG/NG","","bbri"
"2021-09-13","Net Sell Rp 140,78 Miliar, Asing Lepas BMRI, BBRI, dan ARTO https:// brt.st/7nSU","","bbri"
"2021-09-13","Tag dan mention teman Sobat Mapan lainnya yang mau tahu info tentang Right Issue BBRI.","","bbri"
"2021-09-13","Masa Exercise, Saatnya Investor Tebus Saham BBRI Harga Diskon https:// cnbcindonesia.com/market/2021091 3144643-17-275834/masa-exercise-saatnya-investor-tebus-saham-bbri-harga-diskon?utm_source=twitter&utm_medium=oa&utm_content=cnbcindonesia&utm_campaign=cmssocmed …","","bbri"
"2021-09-13","Penebusan Dana Rights Issue BBRI Dmulai Hari Ini, Simak Tahapannya! https:// market.bisnis.com/read/20210913/ 7/1441586/penebusan-dana-rights-issue-bbri-dmulai-hari-ini-simak-tahapannya?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-13","Ada yg bisa jelasin right issue nya bbri gak si?","","bbri"
"2021-09-13","Permainan sepak bola memiliki nilai filosofis yang kompleks menurut Direktur Utama BRI Sunarso: Tim yang Baik itu Tak Bisa Dibeli, Tapi Dapat Dibangun. . #BRI @BANKBRI_ID #SepakBola #BBRI #Liga1 #EconomicValues #SocialValues https:// radarmalang.jawapos.com/olahraga/12/09 /2021/dirut-bri-tim-yang-baik-itu-tak-bisa-dibeli-tapi-dapat-dibangun/ …","","bbri"
"2021-09-13","Kenapa pas banget sama Right issue BBRI yak wkwk","","bbri"
"2021-09-13","Admin aku dapet BBRI-R tp cuma 92 lembar. Nanti kalo misal aku tebus/beli, aku dapet emiten BBRI juga apa bentuknya emitennya beda? Belum paham mohon penjelasannya","","bbri"
"2021-09-13","Jadi tidak hanya BBRI yang stagnan, tapi IHSG diperkirakan akan ikut stagnan juga Tapi mudah2an setelah 24 Sept nanti sudah back to normal dan diharapkan baik BBRI dan IHSG bisa rally sampai akhir tahun Demikian sharing hari ini, semoga bermanfaat","","bbri"
"2021-09-13","Rp 3.400 itu menarik vs saat ini sekitar Rp 3700-3800an. Cuman nilainya besar sekali, kalau mau terserap 100%, harus ada partisipasi dari investor asing, institusi lokal dan perorangan. Selain itu, sampai dengan 24 Sept, harga pasar BBRI akan sulit naik krn terpatok di 3400","","bbri"
"2021-09-13","Sebagai informasi Per Kuartal 2-2021 Jadi efek akuisisi secara laporan keuangan tidak terlalu besar, karena BBRI sendiri sudah besar Namun jika mampu bersinergi dan memanfaatkan databasenya, maka peluang untuk tumbuh berkembang di masa mendatang menjadi tidak terbatas","","bbri"
"2021-09-13","Jadi dengan berpartisipasi dalam Right Issue ini, seperti membeli 3 perusahaan dalam 1 paket. BBRI, PNM (Permodalan Nasional Madani) dan Pegadaian Market leader untuk kredit ke UMKM dan Mikro yang model bisnisnya sudah sukses dan mampu mencetak laba besar","","bbri"
"2021-09-13","Bedanya, SPAC itu cangkang kosong. Tujuannya untuk mempercepat dan mempermudah proses IPO. Kalau ini BBRI, laba per Kuartal 2-2021 Rp 12.47 T Itu sudah terbesar ke 3 Indonesia Sbg perbandingan (dalam Rp T) BBCA 14.46 BMRI 12.50 TLKM 12.45 ASII 8.83 INDF 3.43 UNVR 3.05","","bbri"
"2021-09-13","Right Issue itu seperti IPO yang kedua Menariknya untuk aksi korporasi ini, yang IPO bukan BRI, tapi Pegadaian dan PNM Ibaratnya mereka numpang listing di pasar modal via BBRI. Di luar negeri, praktek semacam ini juga ada, tapi via SPAC (Special Purpose Acquisition Company)..","","bbri"
"2021-09-13","Right Issue BBRI di Bulan September ini berpotensi menjadi aksi korporasi terbesar sepanjang masa di @IDX_BEI karena bisa bernilai hingga Rp 95.92 Triliun Nilainya 4 kali lipat vs Bukalapak Rp 22 T dan nilai IPO GoTo yang menurut perkiraan di sekitar Rp 30 T an","","bbri"
"2021-09-13","Plz bandar naekin BBRI nya dong","","bbri"
"2021-09-13","Fundamental $BTPS bagus, segmen pembiayaan syariah segmen ultra mikro. Kompetitornya BTPS adalah PT PMN, yang diinbreng asetnya ke $BBRI","","bbri"
"2021-09-13","Berita positif tapi saham BBRI gitu² aja blm ada tanda² kenaikan","","bbri"
"2021-09-13","Sah! Pemerintah Alihkan Saham Pegadaian dan PNM ke BRI (BBRI)","","bbri"
"2021-09-13","Pergerakan antara BBRI dan BBRI-R cukup sejalan, penurunannya. Apakah BBRI akan turun mendekati harga tebus 3400?","","bbri"
"2021-09-13","Tebus right issue hrusnya worth it lah ya , w smpat galau jg mo tebus right issue ini bbri atau ngga","","bbri"
"2021-09-13","Halo kak, boleh tanya soal right issue bbri lewat dm?","","bbri"
"2021-09-13","BBRI kenapa sih","","bbri"
"2021-09-13","Eh chan le wu hold bbri bo?","","bbri"
"2021-09-13","Hari ini ya mulai BBRI, bagi2 info yg udh submit dong","","bbri"
"2021-09-13","Mungkin mas nya setelah tgl 7 sept 2021 sempet beli 3 lot saham bbri. Makanya jatah hmetd cuma kebagian 207 alias dari 9lot saham yg masnya punya.","","bbri"
"2021-09-13","Masa ga dapet jatah right issues nya bbri sih","","bbri"
"2021-09-13","knp bbri? tpi ku lg pantekin mlpt sih","","bbri"
"2021-09-13","hah? dapet RI BBRI? gmm?","","bbri"
"2021-09-13","Hi kak perhitungan tersebut dilakukan atas dasar kepemilikan sesuai tgl cumdate oleh BBRI. Terima kasih. :)","","bbri"
"2021-09-13","berarti kita bisa beli buat nambah lot BBRI-R nya yg akan ditebus gitu ya min? kalo kaya gitu berarti orang yang sebelumnya ga punya saham BBRI bisa beli RI juga min?","","bbri"
"2021-09-13","Ingin avg down BBRI yang tinggi banget tapi dananya gak ada","","bbri"
"2021-09-13","So I decided utk tebus right issue bbri, smoga berkah","","bbri"
"2021-09-13","Rights BRI (BBRI) Mulai Diperdagangkan, Asing Bermanuver https:// market.bisnis.com/read/20210913/ 192/1441432/rights-bri-bbri-mulai-diperdagangkan-asing-bermanuver?utm_source=dlvr.it&utm_medium=twitter …","","bbri"
"2021-09-13","Sponsori BRI Liga 1, Dirut BRI Analogikan Sepak Bola Seperti Miniatur Organisasi https:// fajar.co.id/2021/09/13/spo nsori-bri-liga-1-dirut-bri-analogikan-sepak-bola-seperti-miniatur-organisasi/ … #BBRI #BRI #BRILiga1 #EconomicValues","","bbri"
"2021-09-13","Untuk transaksi RI BBRI 13 sampi 22 September. Untuk penjualan dan pembelian di pasar tunai. Untuk di bawah 1 lot di pasar nego. :)","","bbri"
"2021-09-13","BBRI = CR7","","bbri"
"2021-09-13","Pagi-pagi kaget ada BBRI-R. Ini penjelasannya. https:// google.com/amp/s/amp.kont an.co.id/news/rights-issue-jumbo-peluang-beli-bbri-di-harga-lebih-murah …","","bbri"
"2021-09-13","Setelah submit terus gmna min? Apa langsung terbayar dan masuk ke total saham bbri?","","bbri"
"2021-09-13","Min tanya dong misal kita tebus semua right issue BBRI kan ada odd lot nya misal 713 lembar saham nah nanti cara jual ""odd lot"" 13 lembar saham ini gimana? @indopremier","","bbri"
"2021-09-13","Rekomendasi menu 13 September 2021 $BACA udah di rekom sebelumnya pas harga 416-418. Saat ini ada beberapa area resistance yang perlu perhatikan yaitu 444, 450-452, dan 460 yang bisa dijadikan area sell on strength. Disclaimer On $BBRI $BBCA $BMRI Happy Trade Guys!","","bbri"
"2021-09-13","@indopremier min kan saham dapat jatah saham RI BBRI untuk yang ditebus 23 lembar. Terus kalau mau beli lengkap 1 lot bisa tidak ya? Kan jual beli minimal 1 lot","","bbri"
"2021-09-13","IHSG Diprediksi Menguat, Cermati Saham BBRI hingga SMGR #LengkapCepatBeritanya #Keuangan #Ekonomi #InfoSaham #HargaSaham . https:// economy.okezone.com/read/2021/09/1 3/278/2470340/ihsg-diprediksi-menguat-cermati-saham-bbri-hingga-smgr …","","bbri"
